date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:38:02	124915/124915	---MC-	200	added ('OK')	text/html	date:Mon,%2019%20Apr%202010%2021:37:46%20GMT	http://localhost:8080/HowFormBuilder//question.edit?id=50603&formId=50501	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder_/questiona7ec.html	(from http://localhost:8080/HowFormBuilder//formList.view?moduleId=50551)
17:38:10	124813/124813	---MC-	200	added ('OK')	text/html	date:Mon,%2019%20Apr%202010%2021:37:52%20GMT	http://localhost:8080/HowFormBuilder//question.edit?id=52200&formId=50501	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder_/question8870.html	(from http://localhost:8080/HowFormBuilder//formList.view?moduleId=50551)
17:38:10	124853/124853	---MC-	200	added ('OK')	text/html	date:Mon,%2019%20Apr%202010%2021:37:52%20GMT	http://localhost:8080/HowFormBuilder//question.edit?id=52350&formId=50501	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder_/question2bd4.html	(from http://localhost:8080/HowFormBuilder//formList.view?moduleId=50551)
17:38:11	124886/124886	---MC-	200	added ('OK')	text/html	date:Mon,%2019%20Apr%202010%2021:37:53%20GMT	http://localhost:8080/HowFormBuilder//question.edit?id=52650&formId=50501	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder_/question2260.html	(from http://localhost:8080/HowFormBuilder//formList.view?moduleId=50551)
17:38:17	5280/5280	---MC-	200	added ('OK')	text/html	date:Mon,%2019%20Apr%202010%2021:38:12%20GMT	http://localhost:8080/HowFormBuilder//content.edit?formId=53500	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder_/contentaaca.html	(from http://localhost:8080/HowFormBuilder//formList.view?moduleId=50551)
17:38:19	124886/124886	---MC-	200	added ('OK')	text/html	date:Mon,%2019%20Apr%202010%2021:38:02%20GMT	http://localhost:8080/HowFormBuilder//question.edit?id=52750&formId=50501	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder_/question8501.html	(from http://localhost:8080/HowFormBuilder//formList.view?moduleId=50551)
17:38:20	4638/4638	---MC-	200	added ('OK')	text/html	date:Mon,%2019%20Apr%202010%2021:38:17%20GMT	http://localhost:8080/HowFormBuilder/formList.view?moduleId=50551&formId=53501&dir=-1	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder/formListaa2a.html	(from http://localhost:8080/HowFormBuilder//formList.view?moduleId=50551)
17:38:24	5280/5280	---MC-	200	added ('OK')	text/html	date:Mon,%2019%20Apr%202010%2021:38:19%20GMT	http://localhost:8080/HowFormBuilder//content.edit?formId=53501	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder_/content8551.html	(from http://localhost:8080/HowFormBuilder//formList.view?moduleId=50551)
17:38:24	124852/124852	---MC-	200	added ('OK')	text/html	date:Mon,%2019%20Apr%202010%2021:38:10%20GMT	http://localhost:8080/HowFormBuilder//question.edit?id=52900&formId=50501	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder_/questioned5c.html	(from http://localhost:8080/HowFormBuilder//formList.view?moduleId=50551)
17:38:24	124791/124791	---MC-	200	added ('OK')	text/html	date:Mon,%2019%20Apr%202010%2021:38:10%20GMT	http://localhost:8080/HowFormBuilder//question.edit?formId=53500	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder_/questionaaca.html	(from http://localhost:8080/HowFormBuilder//formList.view?moduleId=50551)
17:38:27	124791/124791	---MC-	200	added ('OK')	text/html	date:Mon,%2019%20Apr%202010%2021:38:19%20GMT	http://localhost:8080/HowFormBuilder//question.edit?formId=53501	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder_/question8551.html	(from http://localhost:8080/HowFormBuilder//formList.view?moduleId=50551)
