date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:42:51	1060/1060	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Apr%202010%2022:42:50%20GMT	http://localhost:8080/HowFormBuilder/images/btn_login.gif	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilderTop/localhost_8080/HowFormBuilder/images/btn_login.13.delayed	(from http://localhost:8080/HowFormBuilder//moduleList.view)
18:42:51	27023/27023	---M--	200	added ('OK')	image/png	etag:W/%2227023-1271711588012%22	http://localhost:8080/HowFormBuilder/images/banner.png	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilderTop/localhost_8080/HowFormBuilder/images/banner.png	(from http://localhost:8080/HowFormBuilder//moduleList.view)
18:42:51	1045/1045	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Apr%202010%2022:42:50%20GMT	http://localhost:8080/HowFormBuilder/images/foot.jpg	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilderTop/localhost_8080/HowFormBuilder/images/foot.14.delayed	(from http://localhost:8080/HowFormBuilder//moduleList.view)
18:42:51	4082/4082	U--MC-	200	updated ('OK')	text/html	date:Mon,%2019%20Apr%202010%2022:42:51%20GMT	http://localhost:8080/HowFormBuilder//module.edit	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilderTop/localhost_8080/HowFormBuilder_/module.html	(from http://localhost:8080/HowFormBuilder//moduleList.view)
18:42:52	1084/1084	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Apr%202010%2022:42:51%20GMT	http://localhost:8080/HowFormBuilder//includes/images/icon_h1.gif	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilderTop/localhost_8080/HowFormBuilder_/includes/images/icon_h1.15.delayed	(from http://localhost:8080/HowFormBuilder//moduleList.view)
18:42:52	299/299	U-----	200	untouched ('OK')	image/gif	etag:W/%22299-1271711588184%22	http://localhost:8080/HowFormBuilder//images/icon_h1.gif	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilderTop/localhost_8080/HowFormBuilder_/images/icon_h1.gif	(from http://localhost:8080/HowFormBuilder//moduleList.view)
18:42:52	43/43	U-----	200	untouched ('OK')	image/gif	etag:W/%2243-1271711588631%22	http://localhost:8080/HowFormBuilder//images/spacer.gif	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilderTop/localhost_8080/HowFormBuilder_/images/spacer.gif	(from http://localhost:8080/HowFormBuilder//moduleList.view)
18:42:53	4105/4105	U--MC-	200	updated ('OK')	text/html	date:Mon,%2019%20Apr%202010%2022:42:52%20GMT	http://localhost:8080/HowFormBuilder//module.edit?id=50551	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilderTop/localhost_8080/HowFormBuilder_/module7b60.html	(from http://localhost:8080/HowFormBuilder//moduleList.view)
18:42:53	521/521	U-----	200	untouched ('OK')	image/png	etag:W/%22521-1271711588048%22	http://localhost:8080/HowFormBuilder//images/edit.png	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilderTop/localhost_8080/HowFormBuilder_/images/edit.png	(from http://localhost:8080/HowFormBuilder//moduleList.view)
18:42:53	4638/4638	U--MC-	200	updated ('OK')	text/html	date:Mon,%2019%20Apr%202010%2022:42:52%20GMT	http://localhost:8080/HowFormBuilder//formList.view?moduleId=50551	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilderTop/localhost_8080/HowFormBuilder_/formList235b.html	(from http://localhost:8080/HowFormBuilder//moduleList.view)
18:42:54	4100/4100	---MC-	200	added ('OK')	text/html	date:Mon,%2019%20Apr%202010%2022:42:53%20GMT	http://localhost:8080/HowFormBuilder//form.edit?moduleId=50551	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilderTop/localhost_8080/HowFormBuilder_/form235b.html	(from http://localhost:8080/HowFormBuilder//moduleList.view)
18:42:54	4108/4108	---MC-	200	added ('OK')	text/html	date:Mon,%2019%20Apr%202010%2022:42:53%20GMT	http://localhost:8080/HowFormBuilder//form.edit?moduleId=50551&id=	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilderTop/localhost_8080/HowFormBuilder_/form47b5.html	(from http://localhost:8080/HowFormBuilder//moduleList.view)
18:42:54	10394/10394	---MC-	200	added ('OK')	text/html	date:Mon,%2019%20Apr%202010%2022:42:53%20GMT	http://localhost:8080/HowFormBuilder//questionList.view?formId=50501	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilderTop/localhost_8080/HowFormBuilder_/questionListb73e.html	(from http://localhost:8080/HowFormBuilder//moduleList.view)
18:42:54	3195/3195	---MC-	200	added ('OK')	text/html	date:Mon,%2019%20Apr%202010%2022:42:53%20GMT	http://localhost:8080/HowFormBuilder//questionList.view?formId=53500	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilderTop/localhost_8080/HowFormBuilder_/questionListaaca.html	(from http://localhost:8080/HowFormBuilder//moduleList.view)
18:42:55	3191/3191	---MC-	200	added ('OK')	text/html	date:Mon,%2019%20Apr%202010%2022:42:54%20GMT	http://localhost:8080/HowFormBuilder//questionList.view?formId=53501	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilderTop/localhost_8080/HowFormBuilder_/questionList8551.html	(from http://localhost:8080/HowFormBuilder//moduleList.view)
18:42:55	4113/4113	U--MC-	200	updated ('OK')	text/html	date:Mon,%2019%20Apr%202010%2022:42:54%20GMT	http://localhost:8080/HowFormBuilder//module.edit?id=53450	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilderTop/localhost_8080/HowFormBuilder_/module2ea7.html	(from http://localhost:8080/HowFormBuilder//moduleList.view)
18:42:55	4638/4638	U--MC-	200	updated ('OK')	text/html	date:Mon,%2019%20Apr%202010%2022:42:54%20GMT	http://localhost:8080/HowFormBuilder//formList.view?moduleId=53450	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilderTop/localhost_8080/HowFormBuilder_/formList7561.html	(from http://localhost:8080/HowFormBuilder//moduleList.view)
18:42:55	894/894	U-----	200	untouched ('OK')	image/gif	etag:W/%22894-1271711588514%22	http://localhost:8080/HowFormBuilder//images/pb_cabig.gif	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilderTop/localhost_8080/HowFormBuilder_/images/pb_cabig.gif	(from http://localhost:8080/HowFormBuilder//moduleList.view)
18:42:56	921/921	URF---	200	untouched ('OK%20(cached)')	image/jpeg		http://localhost:8080/HowFormBuilder/images/07.jpg	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilderTop/localhost_8080/HowFormBuilder/images/07.jpg	(from http://localhost:8080/HowFormBuilder/styles/styles.css)
